[2026-03-19 16:23:09] [INFO    ] discord.client: logging in using static token
[2026-03-19 16:26:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 8, 'op': 0, 'd': {'verification_level': 0, 'preferred_locale': 'en-US', 'embedded_activities': [], 'public_updates_channel_id': None, 'soundboard_sounds': [], 'max_video_channel_users': 25, 'nsfw_level': 0, 'stickers': [], 'profile': None, 'lazy': True, 'premium_tier': 0, 'moderator_reporting': None, 'splash': None, 'safety_alerts_channel_id': None, 'stage_instances': [], 'member_count': 6, 'explicit_content_filter': 0, 'id': '1242500506505707520', 'system_channel_flags': 0, 'name': 'Làng Đá\\', 'banner': None, 'emojis': [], 'afk_timeout': 300, 'premium_subscription_count': 1, 'region': 'deprecated', 'roles': [{'version': 1716305605335, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1242500506505707520', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1716914295997, 'unicode_emoji': None, 'tags': {'bot_id': '563434444321587202'}, 'position': 1, 'permissions': '8', 'name': 'Maki.gg', 'mentionable': False, 'managed': True, 'id': '1245053540171513940', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1764993274624, 'unicode_emoji': None, 'tags': {'premium_subscriber': None}, 'position': 1, 'permissions': '2248473465835073', 'name': 'Server Booster', 'mentionable': False, 'managed': True, 'id': '1446711392345264270', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': 11816191, 'primary_color': 16023551}, 'color': 16023551}, {'version': 1773912388737, 'unicode_emoji': None, 'tags': {'bot_id': '1484072648525877402'}, 'position': 1, 'permissions': '2252074691718208', 'name': 'Khas-Translator', 'mentionable': False, 'managed': True, 'id': '1484120868475899907', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'nsfw': False, 'threads': [], 'guild_scheduled_events': [], 'channels': [{'version': 1716305605338, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Kênh Chat', 'id': '1242500506505707521', 'flags': 0}, {'version': 1716305605342, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1242500506505707521', 'name': 'chung', 'last_message_id': '1471955292160917575', 'id': '1242500506505707522', 'flags': 0}, {'version': 1716305605345, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1242500506505707521', 'name': 'clip-và-điểm-nổi-bật', 'last_message_id': '1247955664177860650', 'id': '1242500506505707523', 'flags': 0}, {'version': 1716305605348, 'type': 4, 'position': 3, 'permission_overwrites': [], 'name': 'Kênh Thoại', 'id': '1242500506505707524', 'flags': 0}, {'version': 1760254783077, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1242500506505707524', 'name': 'GAME NÓI PHẢI CHƠI', 'last_message_id': '1447944113306472449', 'id': '1242500506505707525', 'flags': 0, 'bitrate': 64000}, {'version': 1716305605354, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1242500506505707524', 'name': 'Gaming', 'last_message_id': '1279502901210910731', 'id': '1242500506505707526', 'flags': 0, 'bitrate': 64000}], 'discovery_splash': None, 'system_channel_id': '1242500506505707522', 'inventory_settings': None, 'vanity_url_code': None, 'hub_type': None, 'description': None, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'afk_channel_id': None, 'premium_progress_bar_enabled_user_updated_at': None, 'voice_states': [], 'application_id': None, 'activity_instances': [], 'game_application_ids': None, 'large': False, 'members': [{'user': {'username': 'KTranslate', 'public_flags': 0, 'primary_guild': None, 'id': '1484072648525877402', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0870', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '74982dd1ccd89a37f3e0263f470fa237'}, 'roles': ['1484120868475899907'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'default_message_notifications': 0, 'premium_progress_bar_enabled': False, 'home_header': None, 'presences': [], 'max_members': 25000000, 'application_command_counts': {}, 'icon': None, 'latest_onboarding_question_id': None, 'rules_channel_id': None, 'premium_features': None, 'owner_configured_content_level': 0, 'mfa_level': 0, 'incidents_data': None, 'owner_id': '541544058930200606', 'version': 1765087699770, 'features': ['TIERLESS_BOOSTING_SYSTEM_MESSAGE', 'SOUNDBOARD'], 'max_stage_video_channel_users': 50}}
[2026-03-19 16:26:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:26:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 7, 'tts': False, 'timestamp': '2026-03-19T09:26:28.806000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1484120868475899907'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484120869017223259', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'KTranslate', 'public_flags': 0, 'primary_guild': None, 'id': '1484072648525877402', 'global_name': None, 'display_name_styles': None, 'discriminator': '0870', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '74982dd1ccd89a37f3e0263f470fa237'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:26:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:26:28] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:26:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 10, 'op': 0, 'd': {'nonce': '6c93645b7870737e6b4940f5b5852c5b', 'members': [{'user': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'display_name': 'Khassian', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'ieyasui', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '415461038591442954', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e0a5d46514c5f157f730c79d9c3e5e73'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T15:34:25.338000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'sachi009', 'public_flags': 0, 'primary_guild': {'tag': 'WWM', 'identity_guild_id': '1180042348755963924', 'identity_enabled': True, 'badge': 'e51a60e0d45a26bcf4e00d2ef1bcbcb1'}, 'id': '541544058930200606', 'global_name': 'Sachi', 'display_name_styles': None, 'display_name': 'Sachi', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '75c22981094fe5d3bbed5fa97d3bc47a'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T15:48:37.409000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Maki', 'public_flags': 65536, 'primary_guild': None, 'id': '563434444321587202', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '4920', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '593747eb5141001a944be36d2af13d02'}, 'roles': ['1245053540171513940'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-28T16:38:16.014000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'crimsonsolana', 'public_flags': 0, 'primary_guild': None, 'id': '839477343147524098', 'global_name': 'Hưng', 'display_name_styles': None, 'display_name': 'Hưng', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '36160756b1823175cfc9ec852e1c0f55'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-24T14:54:40.817000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'KTranslate', 'public_flags': 0, 'primary_guild': None, 'id': '1484072648525877402', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0870', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '74982dd1ccd89a37f3e0263f470fa237'}, 'roles': ['1484120868475899907'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1242500506505707520', 'chunk_index': 0, 'chunk_count': 1}}
[2026-03-19 16:26:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:26:29] [DEBUG   ] discord.state: Processed a chunk for 6 members in guild ID 1242500506505707520.
[2026-03-19 16:26:29] [DEBUG   ] discord.client: Dispatching event guild_join
[2026-03-19 16:26:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2026-03-19 16:26:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-19 16:26:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'pinned': False, 'nonce': '1484120978836422656', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484120980887437312', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:26:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:26:55] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:27:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 12, 'op': 0, 'd': {'user_id': '541544058930200606', 'type': 0, 'message_id': '1484120980887437312', 'message_author_id': '222910050660777984', 'member': {'user': {'username': 'sachi009', 'public_flags': 0, 'primary_guild': {'tag': 'WWM', 'identity_guild_id': '1180042348755963924', 'identity_enabled': True, 'badge': 'e51a60e0d45a26bcf4e00d2ef1bcbcb1'}, 'id': '541544058930200606', 'global_name': 'Sachi', 'display_name_styles': None, 'display_name': 'Sachi', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '75c22981094fe5d3bbed5fa97d3bc47a'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T15:48:37.409000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🇻🇳', 'id': None}, 'channel_id': '1242500506505707522', 'burst': False, 'guild_id': '1242500506505707520'}}
[2026-03-19 16:27:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:27:13] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-19 16:27:13] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-19 16:27:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-03-19T09:27:15.872000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1484120980887437312', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'components': [], 'channel_id': '1242500506505707522', 'author': {'username': 'khassian', 'public_flags': 0, 'primary_guild': None, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'attachments': []}, 'pinned': False, 'nonce': '15387138584088121340', 'message_reference': {'type': 0, 'message_id': '1484120980887437312', 'guild_id': '1242500506505707520', 'channel_id': '1242500506505707522'}, 'mentions': [{'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'member': {'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1484120868475899907'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484121066426204200', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Translated to Vietnamese: Căn hộ gác mái đã được tân trang lại nằm trên tầng 5 của một ngôi nhà được bảo quản cẩn thận từ năm 1988 và có ban công cũng như hầm cho thuê. Ga tàu điện ngầm Hellersdorf (U5) và nhiều tuyến xe buýt khác nhau đều nằm trong khoảng cách đi bộ. Không có thang máy nhưng căn hộ gây ấn tượng với phòng tắm lát gạch hiện đại và sàn PVC mới.', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'KTranslate', 'public_flags': 0, 'primary_guild': None, 'id': '1484072648525877402', 'global_name': None, 'display_name_styles': None, 'discriminator': '0870', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '74982dd1ccd89a37f3e0263f470fa237'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:27:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:27:15] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:27:15] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1242500506505707522/messages with {"content":"Translated to Vietnamese: C\u0103n h\u1ed9 g\u00e1c m\u00e1i \u0111\u00e3 \u0111\u01b0\u1ee3c t\u00e2n trang l\u1ea1i n\u1eb1m tr\u00ean t\u1ea7ng 5 c\u1ee7a m\u1ed9t ng\u00f4i nh\u00e0 \u0111\u01b0\u1ee3c b\u1ea3o qu\u1ea3n c\u1ea9n th\u1eadn t\u1eeb n\u0103m 1988 v\u00e0 c\u00f3 ban c\u00f4ng c\u0169ng nh\u01b0 h\u1ea7m cho thu\u00ea. Ga t\u00e0u \u0111i\u1ec7n ng\u1ea7m Hellersdorf (U5) v\u00e0 nhi\u1ec1u tuy\u1ebfn xe bu\u00fdt kh\u00e1c nhau \u0111\u1ec1u n\u1eb1m trong kho\u1ea3ng c\u00e1ch \u0111i b\u1ed9. Kh\u00f4ng c\u00f3 thang m\u00e1y nh\u01b0ng c\u0103n h\u1ed9 g\u00e2y \u1ea5n t\u01b0\u1ee3ng v\u1edbi ph\u00f2ng t\u1eafm l\u00e1t g\u1ea1ch hi\u1ec7n \u0111\u1ea1i v\u00e0 s\u00e0n PVC m\u1edbi.","components":[],"nonce":"15387138584088121340","enforce_nonce":true,"message_reference":{"message_id":1484120980887437312,"channel_id":1242500506505707522,"guild_id":1242500506505707520},"tts":false} has returned 200
[2026-03-19 16:27:15] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1242500506505707522/messages has received {'type': 19, 'content': 'Translated to Vietnamese: Căn hộ gác mái đã được tân trang lại nằm trên tầng 5 của một ngôi nhà được bảo quản cẩn thận từ năm 1988 và có ban công cũng như hầm cho thuê. Ga tàu điện ngầm Hellersdorf (U5) và nhiều tuyến xe buýt khác nhau đều nằm trong khoảng cách đi bộ. Không có thang máy nhưng căn hộ gây ấn tượng với phòng tắm lát gạch hiện đại và sàn PVC mới.', 'mentions': [{'id': '222910050660777984', 'username': 'khassian', 'avatar': 'fac672b33ef6488f620234c9f52b5e7a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': 'a_e30b4c1f931d16b8bf4163000aa6ed31', 'accent_color': None, 'global_name': 'Khassian', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'banner_color': None, 'clan': {'identity_guild_id': None, 'identity_enabled': False, 'tag': None, 'badge': None}, 'primary_guild': {'identity_guild_id': None, 'identity_enabled': False, 'tag': None, 'badge': None}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-19T09:27:15.872000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1484121066426204200', 'channel_id': '1242500506505707522', 'author': {'id': '1484072648525877402', 'username': 'KTranslate', 'avatar': '74982dd1ccd89a37f3e0263f470fa237', 'discriminator': '0870', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': '109f463a06f5df386428847abaf709ce', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15387138584088121340', 'message_reference': {'type': 0, 'channel_id': '1242500506505707522', 'message_id': '1484120980887437312', 'guild_id': '1242500506505707520'}, 'referenced_message': {'type': 0, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1484120980887437312', 'channel_id': '1242500506505707522', 'author': {'id': '222910050660777984', 'username': 'khassian', 'avatar': 'fac672b33ef6488f620234c9f52b5e7a', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Khassian', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2026-03-19 16:27:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2026-03-19 16:27:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-19 16:27:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 14, 'op': 0, 'd': {'user_id': '222910050660777984', 'type': 0, 'message_id': '1484120980887437312', 'message_author_id': '222910050660777984', 'member': {'user': {'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'display_name': 'Khassian', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🇺🇸', 'id': None}, 'channel_id': '1242500506505707522', 'burst': False, 'guild_id': '1242500506505707520'}}
[2026-03-19 16:27:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:27:54] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-19 16:27:54] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-19 16:27:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2026-03-19T09:27:56.631000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2026-03-19T09:26:55.478000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1484120980887437312', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Die sanierte Dachgeschosswohnung liegt im 5. Stock eines gepflegten Hauses von 1988 und bietet einen Balkon sowie einen Mieterkeller. Die U-Bahnstation Hellersdorf (U5) und verschiedene Buslinien sind fußläufig erreichbar. Ein Aufzug fehlt, dafür überzeugt die Wohnung mit modern gefliestem Wannenbad und neuem PVC-Boden.', 'components': [], 'channel_id': '1242500506505707522', 'author': {'username': 'khassian', 'public_flags': 0, 'primary_guild': None, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}, 'attachments': []}, 'pinned': False, 'nonce': '16829845761800968526', 'message_reference': {'type': 0, 'message_id': '1484120980887437312', 'guild_id': '1242500506505707520', 'channel_id': '1242500506505707522'}, 'mentions': [{'username': 'khassian', 'public_flags': 0, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'member': {'roles': ['1446711392345264270'], 'premium_since': '2025-12-06T03:54:34.533000+00:00', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-05-21T16:19:35.790000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '222910050660777984', 'global_name': 'Khassian', 'display_name_styles': {'font_id': 3, 'effect_id': 3, 'colors': [14287177]}, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'fac672b33ef6488f620234c9f52b5e7a'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1484120868475899907'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-19T09:26:28.751579+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1484121237381840906', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Translated to English: The renovated attic apartment is on the 5th floor of a well-kept house from 1988 and offers a balcony and a tenant cellar. The Hellersdorf subway station (U5) and various bus lines are within walking distance. There is no elevator, but the apartment impresses with its modern tiled bathroom and new PVC flooring.', 'components': [], 'channel_type': 0, 'channel_id': '1242500506505707522', 'author': {'username': 'KTranslate', 'public_flags': 0, 'primary_guild': None, 'id': '1484072648525877402', 'global_name': None, 'display_name_styles': None, 'discriminator': '0870', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '74982dd1ccd89a37f3e0263f470fa237'}, 'attachments': [], 'guild_id': '1242500506505707520'}}
[2026-03-19 16:27:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-19 16:27:56] [DEBUG   ] discord.client: Dispatching event message
[2026-03-19 16:27:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1242500506505707522/messages with {"content":"Translated to English: The renovated attic apartment is on the 5th floor of a well-kept house from 1988 and offers a balcony and a tenant cellar. The Hellersdorf subway station (U5) and various bus lines are within walking distance. There is no elevator, but the apartment impresses with its modern tiled bathroom and new PVC flooring.","components":[],"nonce":"16829845761800968526","enforce_nonce":true,"message_reference":{"message_id":1484120980887437312,"channel_id":1242500506505707522,"guild_id":1242500506505707520},"tts":false} has returned 200
